Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
1134          1134          +255.085      +701.98       +310.859      +51.5766      -1689.63      -300.653      +1319.5       -1990.28      -670.783      
1135          1135          +243.935      +710.617      +305.019      +38.6602      -1655.9       -316.29       +1298.23      -1972.19      -673.961      
1136          1136          +249.222      +717.802      +303.469      +39.9381      -1662.32      -313.278      +1310.43      -1975.59      -665.163      
1137          1137          +238.431      +666.938      +312.703      +50.6109      -1684.17      -282.638      +1268.68      -1966.81      -698.13       
1138          1138          +246.493      +701.57       +294.317      +42.314       -1651.49      -306.25       +1284.69      -1957.74      -673.048      
1139          1139          +250.371      +712.375      +307.481      +33.4395      -1651         -287.417      +1303.67      -1938.42      -634.75       
1140          1140          +228.212      +735.339      +304.659      +42.1817      -1693.88      -284.981      +1310.39      -1978.86      -668.468      
1141          1141          +243.765      +707.764      +292.606      +48.6469      -1684.64      -309.245      +1292.78      -1993.88      -701.1        
1142          1142          +225.204      +727.42       +308.618      +37.2438      -1697.42      -287.986      +1298.48      -1985.41      -686.922      
1143          1143          +241.443      +688.248      +310.153      +40.1348      -1691.27      -289.706      +1279.98      -1980.97      -700.995      
1144          1144          +236.734      +716.636      +307.708      +48.3022      -1700.77      -291.374      +1309.38      -1992.14      -682.762      
1145          1145          +241.643      +704.197      +292.053      +38.6786      -1657         -294.907      +1276.57      -1951.91      -675.336      
1146          1146          +246.413      +736.697      +298.256      +43.9405      -1730.43      -309.444      +1325.31      -2039.88      -714.57       
1147          1147          +255.387      +747.456      +311.448      +42.6927      -1709.59      -283.455      +1356.98      -1993.04      -636.057      
1148          1148          +267.031      +708.126      +311.38       +46.3155      -1722.26      -306.728      +1332.85      -2028.99      -696.135      
1149          1149          +252.839      +705.725      +309.324      +44.4369      -1720.47      -298.044      +1312.32      -2018.51      -706.189      
1150          1150          +239.206      +702.92       +316.222      +41.4964      -1674.39      -328.086      +1299.85      -2002.47      -702.628      
1151          1151          +237.467      +683.5        +297.282      +42.9655      -1679.57      -315.962      +1261.21      -1995.53      -734.314      
1152          1152          +213.483      +703.619      +312.614      +41.4024      -1685.43      -291.506      +1271.12      -1976.94      -705.818      
1153          1153          +222.635      +713.159      +311.733      +49.9119      -1717.71      -271.342      +1297.44      -1989.06      -691.617      
1154          1154          +256.323      +727.11       +316.034      +47.7328      -1722.69      -306.05       +1347.2       -2028.74      -681.541      
1155          1155          +230.856      +694.25       +305.143      +39.4397      -1702.29      -293.199      +1269.69      -1995.49      -725.799      
1156          1156          +256.307      +693.923      +320.478      +41.3163      -1702.99      -301.733      +1312.02      -2004.73      -692.703      
1157          1157          +218.746      +747.277      +305.796      +41.2841      -1735.71      -280.567      +1313.1       -2016.28      -703.177      
1158          1158          +243.448      +716.991      +303.556      +47.4622      -1689.82      -276.978      +1311.46      -1966.8       -655.339      
1159          1159          +247.681      +744.817      +323.544      +42.9169      -1697.66      -309.59       +1358.96      -2007.26      -648.297      
1160          1160          +248.791      +760.959      +310.286      +42.9549      -1693.43      -321.031      +1362.99      -2014.46      -651.474      
1161          1161          +242.673      +766.509      +308.715      +41.9651      -1684.08      -315.771      +1359.86      -1999.85      -639.992      
1162          1162          +241.992      +720.447      +313.088      +38.4448      -1708.96      -292.727      +1313.97      -2001.69      -687.715      
1163          1163          +247.662      +752.011      +300.693      +51.0264      -1681.61      -299.14       +1351.39      -1980.74      -629.353      
1164          1164          +233.296      +718.563      +313.494      +43.7741      -1679.85      -295.07       +1309.13      -1974.92      -665.793      
1165          1165          +250.592      +737.068      +294.937      +37.0718      -1725.55      -272.352      +1319.67      -1997.9       -678.234      
1166          1166          +239.482      +741.682      +312.637      +38.0696      -1690.67      -301.369      +1331.87      -1992.03      -660.163      
1167          1167          +242.943      +704.594      +306.315      +44.2521      -1698.41      -291.48       +1298.1       -1989.89      -691.782      
1168          1168          +252.468      +747.136      +294.738      +39.9315      -1690.64      -300.39       +1334.27      -1991.03      -656.758      
1169          1169          +243          +722.136      +292.102      +39.0526      -1698.62      -275.889      +1296.29      -1974.51      -678.216      
1170          1170          +254.385      +733.625      +301.323      +38.3289      -1716.12      -298.929      +1327.66      -2015.05      -687.389      
